"genes","Symbol","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"GIMAP5",NA,1.62853158320191,1.6292464234928,4.13615785672605,1.74734362405528e-09,1.36399104950019e-07
"PLAC4",NA,-2.35124363876532,-2.35379623157681,3.13455224665615,1.76244203505232e-09,1.37056571892516e-07
"TNFRSF17",NA,2.43096609303403,2.43542653147501,2.42625268052513,2.00364081999547e-09,1.55225456733989e-07
"MYO1F",NA,1.61549193304273,1.61597265714218,4.68976639931584,2.1264294975402e-09,1.64118787911655e-07
"JAK3",NA,1.70368791450635,1.70404712194465,5.21596154525727,2.2226311856711e-09,1.70901191916958e-07
"C1orf200",NA,2.07742406714847,2.13858670869997,-1.34988572286054,2.26193402106185e-09,1.73274274076119e-07
"MFNG",NA,1.63585742825748,1.63668679501421,3.93174591156397,2.60996771056935e-09,1.99191959472077e-07
"C2orf85",NA,2.19857099701811,2.29678053625815,-1.72189230156259,2.83170327025524e-09,2.15314326438297e-07
"AKNA",NA,1.51553935991555,1.51566587282164,6.48589577087635,2.8866004648355e-09,2.18678625620195e-07
"SLA",NA,1.77105378027615,1.77159390768848,4.7100953217319,3.03349957575944e-09,2.28962302538019e-07
"KLK14",NA,-2.652638403438,-2.71511612802388,-0.868849474390094,3.4476720412414e-09,2.59269989035479e-07
"CIITA",NA,1.83131727393026,1.83162234160423,5.60287336238951,3.46884975101676e-09,2.59910530614504e-07
"PAX5",NA,2.58863288931587,2.59179870759321,3.07829704381704,3.75323129435166e-09,2.80195776265598e-07
"PARP15",NA,2.08173767194938,2.08602180598729,2.10808748681579,3.90393120369171e-09,2.90390244970256e-07
"PTCRA",NA,1.9370539732385,2.01774149426861,-1.73737562995268,3.98228377888278e-09,2.95149046860879e-07
"ALB",NA,-4.87705222533211,-4.87756078106814,8.02601962278013,4.3199429426664e-09,3.19023124506983e-07
"BFSP2",NA,2.26466969905556,2.33735078449834,-1.3653473513557,4.37710821472376e-09,3.22086134940067e-07
"LOC100130331",NA,-2.5794091336636,-2.61780164253843,-0.341465131538897,4.75051064906928e-09,3.48314227233544e-07
"KRT23",NA,-3.04190725174305,-3.04276611924421,5.41789573235267,4.93887581237086e-09,3.60836727501686e-07
"LOC643387",NA,-2.54990338966917,-2.68993122659722,-1.7918356732024,5.36378471443934e-09,3.90491135416453e-07
"SLAMF7",NA,1.96869173143967,1.96904799719769,5.53786763732505,5.55444348638545e-09,4.02942490372768e-07
"NCR1",NA,2.06276031000582,2.11933809287351,-1.26811915742582,6.15291875645549e-09,4.44786697429688e-07
"IL12B",NA,2.0327376047906,2.12394992504986,-1.76801446631726,6.98364041433183e-09,5.0306714984643e-07
"GPR55",NA,1.8957017205969,1.91183503538072,0.0922210414142128,7.12978047724862e-09,5.11798577615085e-07
"ICAM4",NA,2.2751890138077,2.28397744925868,1.31263179960316,7.49784082952389e-09,5.3634380567988e-07
"CPB2",NA,-3.18274596048313,-3.35100737850618,-1.50962108587594,7.59340878502043e-09,5.41294035959963e-07
"COL20A1",NA,-4.24052917123269,-4.51229047206692,-1.18602193042231,7.72915954104276e-09,5.49064516877536e-07
"CD4",NA,1.62183366993417,1.62200049869052,6.22068134561675,8.23177935103493e-09,5.82753207161197e-07
"CD2",NA,1.76296283390853,1.76351159255232,4.67771761839268,1.10956251228048e-08,7.82794445949079e-07
"PNLIPRP3",NA,-4.80360315811921,-5.16984056509179,-1.05067775114139,1.1157739423552e-08,7.84480788923021e-07
"PRF1",NA,1.76879243624419,1.76980787175134,3.80199777376692,1.14831472403442e-08,8.04604139400227e-07
"ZNF80",NA,2.04292711821219,2.07648002124432,-0.684618840853534,1.16447728635305e-08,8.13153696898915e-07
"C17orf37",NA,-2.09399483307512,-2.09411192706123,7.28215011107737,1.16851736439189e-08,8.13208864100526e-07
"KRTAP3-2",NA,-5.98834235498462,-6.45096699537894,-0.298378641637303,1.19481003773666e-08,8.2869763765992e-07
"TNFRSF4",NA,1.63008520767335,1.6322382626122,2.56304161002336,1.3941872266788e-08,9.63726052650359e-07
"DSG4",NA,-2.97508734479949,-3.01562757530886,-0.0358465500903581,1.46073545629183e-08,1.00633888985474e-06
"DSC1",NA,-3.05028631732346,-3.13037663584293,-0.817317614575102,1.46791063862888e-08,1.00789984652344e-06
"LOC146336",NA,-2.84547759785305,-2.85554307174183,1.7089489800923,1.55594463449833e-08,1.06478477820835e-06
"HSPB1P1",NA,-2.30372195738431,-2.32724855186346,0.020733403383832,1.59163676458603e-08,1.08559145438376e-06
"MADCAM1",NA,2.38621927388163,2.39061270283524,2.40011133229866,1.91835557503306e-08,1.30410066077579e-06
"HLA-DQB1",NA,1.90777497751687,1.90786917636219,7.38485533644704,2.18995866706199e-08,1.48013918063162e-06
"LOC415056",NA,-3.87281825758199,-4.57394332139719,-2.22635476617748,2.19173069124214e-08,1.48013918063162e-06
"LAG3",NA,1.86893741309987,1.87016691141078,3.64484849206958,2.49101770860074e-08,1.67674077237945e-06
"VSIG8",NA,-2.9225927755194,-2.95625992194938,0.146576380654502,2.59119580899064e-08,1.73847222086856e-06
"FMR1NB",NA,-4.49005530793686,-5.64736157646957,-2.15726454935023,3.06406040479031e-08,2.04902801662362e-06
"CCL16",NA,-3.19770744254793,-3.25119966541874,-0.190508532546782,3.71775363535751e-08,2.47810006928213e-06
"HPR",NA,-2.91358228880436,-3.00025482557841,-1.01641577364507,3.75214304720719e-08,2.49292869770756e-06
"FXYD4",NA,-3.02760305581556,-3.04139289445649,1.45403696798568,3.80786459522531e-08,2.52178903677341e-06
"CYTIP",NA,1.73791073520836,1.738455631956,4.65811090834013,4.0533096510211e-08,2.67570569567406e-06
"ARHGDIB",NA,1.5557276548419,1.55581035579387,7.14960655395455,4.40171990840976e-08,2.89638813204014e-06
"CD74",NA,1.6691442755658,1.669147695942,11.8849424527534,4.78178845216405e-08,3.13642546079642e-06
"EEF1A1P9",NA,-2.18308861245336,-2.18365005963922,5.1227636524633,5.33413552682976e-08,3.48757332375207e-06
"PDILT",NA,3.71929767932364,3.80117686716804,-0.257787900498007,5.42846271758773e-08,3.53797903466908e-06
"PRB4",NA,3.51927455007162,4.20127591128311,-2.38524888412635,5.7949432481635e-08,3.76487926850622e-06
"IL4I1",NA,1.64882669306372,1.64961111539209,4.02744449954545,5.90588111942264e-08,3.82484982276804e-06
"MUC12",NA,-2.56890052987927,-2.57050703032167,4.02696434660304,6.32517505143077e-08,4.08351710081364e-06
"NCKAP1L",NA,1.73064873588248,1.7310521852866,5.0815057058116,6.72024597799153e-08,4.32497335198013e-06
"RTL1",NA,3.36627602347901,3.39049642878559,1.01289546507789,6.90031112516484e-08,4.42698085623857e-06
"DPEP3",NA,2.43183564053492,2.53877512962515,-1.61709692043581,6.99648934914197e-08,4.47470175507429e-06
"CXCR4",NA,1.70422990057754,1.7043513588586,6.77859670710251,7.63537452651475e-08,4.84619234797325e-06
"GNGT2",NA,1.57849485961312,1.58548406636221,0.85957821840267,7.64771263988229e-08,4.84619234797325e-06
"NTSR1",NA,-2.52651310959272,-2.53039547286656,2.72266632517424,7.64815548340639e-08,4.84619234797325e-06
"RHAG",NA,-3.3437262692147,-3.72932003334824,-2.11449235991872,8.01273665051848e-08,5.06158410569675e-06
"BANK1",NA,1.95587205473146,1.95692405527343,3.96735248536612,8.35725420893714e-08,5.26301929170183e-06
"ZBP1",NA,1.76338910975314,1.76545158573546,2.78368415571546,8.55356137202358e-08,5.37017171154875e-06
"JAKMIP1",NA,1.8421764520729,1.85393227833806,0.456173556628603,8.64830395631295e-08,5.41310000680198e-06
"PLD4",NA,2.09927594947387,2.10153013672442,3.03775437398519,9.90192280273679e-08,6.17892021702694e-06
"SPIC",NA,2.53301710378521,2.64039008324576,-1.55944282277674,9.94979394029032e-08,6.18997786648971e-06
"GPR31",NA,1.98253088632865,2.18340749308665,-2.42705502625657,1.00988375786532e-07,6.26372010543049e-06
"ACSM2B",NA,-4.09429395195779,-4.27128272505968,-0.844305644604389,1.09104439371681e-07,6.74672933825488e-06
"HAO1",NA,4.32129810427239,4.82264756773535,-1.69116680943797,1.14896307713315e-07,7.08354713920229e-06
"DNAH11",NA,-2.22730679124869,-2.26193323581826,-0.544221779429889,1.180519730413e-07,7.25630840280805e-06
"EPHA8",NA,-2.86377490638984,-2.9499094295485,-1.05112515953173,1.21794670787803e-07,7.46401370529432e-06
"MMP20",NA,-3.640462603601,-3.80274040523178,-1.11427413605246,1.22843055760766e-07,7.48711914494901e-06
"FLT3",NA,1.94826944933574,1.96378151589719,0.200186199169883,1.22901078998919e-07,7.48711914494901e-06
"LIPK",NA,-4.00692230425674,-5.49377609318991,-2.52624547541787,1.27060544016219e-07,7.7176123332928e-06
"LAT2",NA,1.55540394714795,1.55641381689046,3.55104611362452,1.65600828689172e-07,1.00288643450994e-05
"EVI2B",NA,1.70572324199728,1.70594908761497,5.8867194457572,1.70427655935212e-07,1.02908228716173e-05
"KEL",NA,2.3380886030276,2.36135469226153,0.0706243363424667,1.72588427488562e-07,1.03907343587689e-05
"KRT27",NA,-3.69215781574202,-3.82552622567098,-0.850049690411849,1.77295970941305e-07,1.06429423491959e-05
"NCF4",NA,1.61114789526963,1.61206790110993,3.75321741373039,1.83497500209949e-07,1.09831011058608e-05
"RAB33A",NA,1.60156802621129,1.61273814700101,0.251666121867952,2.07566580042749e-07,1.23876217682489e-05
"CD28",NA,1.73545208528926,1.73777229295033,2.58334182774006,2.20618345749733e-07,1.3128390255774e-05
"C1QC",NA,1.69137205944052,1.69143717006282,7.66199537876724,2.22373574957229e-07,1.31888907177917e-05
"FGF19",NA,-3.02518907896803,-3.04113250989262,1.25150229599749,2.22919877207683e-07,1.31888907177917e-05
"TRIML2",NA,-3.37817111907069,-3.60153018289032,-1.63554217816895,2.35758233173759e-07,1.39083808248772e-05
"RPL19P12",NA,-1.949186862681,-1.9537166973668,1.88438307982924,2.47295517419056e-07,1.45472119559118e-05
"LHX3",NA,-2.89538932713441,-3.2859565580645,-2.36677356518064,2.48272755905118e-07,1.45629705106631e-05
"ZBBX",NA,-3.46769314914104,-4.3139184149382,-2.51324611022598,2.59703869129265e-07,1.51900867043414e-05
"CSH2",NA,-5.52316603165051,-7.17106942262172,-1.72012031595211,2.70728023384471e-07,1.57899043184182e-05
"ZNF365",NA,-2.36538055336798,-2.37087916630514,2.0614005399494,2.83973633747158e-07,1.65155203989494e-05
"WBP11P1",NA,-2.19762611688578,-2.25234954206187,-1.10937571293804,2.98019563470437e-07,1.7283450954938e-05
"CHIT1",NA,2.56660150795547,2.56900961596864,3.44530388577432,2.99078525182179e-07,1.7296005977437e-05
"SLFN12L",NA,1.66686398590926,1.67263314482183,1.22384467321755,3.07290374654271e-07,1.77209870552028e-05
"GPR15",NA,2.29969312602211,2.31618636228341,0.481994529466124,3.13172575710551e-07,1.80096161886208e-05
"CRYGC",NA,-3.40473762890771,-5.0054248149968,-2.77917782542358,3.79355345931141e-07,2.17257681312481e-05
"RCSD1",NA,1.59692435432614,1.59748480524505,4.44632260360696,3.79909924944864e-07,2.17257681312481e-05
"GPR132",NA,1.5510003256364,1.55239592053577,3.08247394318792,3.93462531581397e-07,2.24382938149058e-05
"TNFSF8",NA,1.76781543165665,1.7722616064226,1.70484733984212,4.16474531659099e-07,2.36848258586186e-05
"PTPN7",NA,1.72096060951272,1.72159820978598,4.41229957950094,4.28007764985641e-07,2.42734790473901e-05
"FLJ46111",NA,-2.20232752489301,-2.33024037559559,-1.95316052553346,4.33059274162342e-07,2.44923055056553e-05
"HLA-DPA1",NA,1.70566057950494,1.70569164493015,8.74647169207291,4.44527897342188e-07,2.50718619022943e-05
"KRTAP1-5",NA,-2.73164560365487,-3.149431925153,-2.48671458738528,4.64777256296357e-07,2.61421289637376e-05
"SERPIND1",NA,-2.49379716875922,-2.5024220780926,1.5654363224908,4.69590133360275e-07,2.63406705953182e-05
"LINGO3",NA,2.13421307117521,2.15176885427789,0.228548895878252,4.78594110760752e-07,2.67725806373794e-05
"LOC647288",NA,-2.13857126644848,-2.2175399913113,-1.54997657476145,5.11596707575121e-07,2.8540979365536e-05
"BPIL2",NA,-4.29581727774938,-5.12205847196227,-2.09644503053322,5.75535769185427e-07,3.20210009251404e-05
"APOBEC3G",NA,1.56193592106439,1.56257057290974,4.22403183163854,5.90692793574923e-07,3.27754677083599e-05
"SOCS1",NA,1.60359235248124,1.60423751242312,4.25251575416841,6.08421616559879e-07,3.36681827169119e-05
"CXorf21",NA,1.60820084123452,1.61239931599271,1.59700130830497,6.89173965393658e-07,3.80342513697091e-05
"PVALB",NA,2.33368662073007,2.43209439569463,-1.61236318771753,6.9918188621371e-07,3.84831209757841e-05
"CD1C",NA,1.87384266611217,1.87818258659049,1.85940992083072,7.4272128997186e-07,4.07702355163698e-05
"KLRB1",NA,1.78890408836185,1.79134759587817,2.57258244068717,7.82713680938669e-07,4.2850964985789e-05
"UGT2A1",NA,-2.61596141287002,-2.89825547718163,-2.30603661459099,8.09414961908718e-07,4.41949179999627e-05
"ACSM2A",NA,-2.79706217226193,-2.96936774306244,-1.80895215225995,8.2216105876243e-07,4.47717945262406e-05
"SELPLG",NA,1.51826814754661,1.51859754700704,5.11131760470522,8.6532258476454e-07,4.69975467333757e-05
"FYB",NA,1.5624254426619,1.56264510735748,5.75045604784177,8.82675809355258e-07,4.78135471400091e-05
"THEMIS",NA,1.76454566218213,1.76731864506864,2.36557482284272,9.28811410551323e-07,5.01802585753123e-05
"KLRK1",NA,1.75239795801917,1.75514472861153,2.36495300433164,9.85566418173765e-07,5.3106767887421e-05
"PIK3R5",NA,1.57061872197323,1.571534110306,3.70990994682639,9.93705924783733e-07,5.34051901460996e-05
"LOC121838",NA,-2.88471976482408,-3.0732883137859,-1.82255920671045,1.00651371140736e-06,5.39522884991989e-05
"ARHGAP15",NA,1.60274250338702,1.60421072019002,3.07477171106861,1.04363397279738e-06,5.57963683894013e-05
"ANGPTL6",NA,1.87935384624827,1.89046567561734,0.573873088956025,1.0923574310498e-06,5.82496053492272e-05
"C13orf38",NA,-2.37401201000737,-2.42707203390188,-0.921938823518982,1.10976336871418e-06,5.90244610354977e-05
"TNFRSF8",NA,1.68495141427457,1.6905755576395,1.28070452535402,1.1647436429492e-06,6.17885968727315e-05
"HLA-DRB1",NA,1.66143037556248,1.66148109436287,7.98578262734683,1.37458180468349e-06,7.26669593525706e-05
"CXADRP3",NA,-2.22476849913314,-2.42439103898995,-2.28676761090241,1.37688490931076e-06,7.26669593525706e-05
"SNORA16A",NA,2.99214165668007,3.63701913340414,-2.59504999608964,1.6464383120304e-06,8.66702013999594e-05
"FLJ43860",NA,-3.20022554832956,-3.45288608921223,-1.87353778880607,1.6848301818489e-06,8.84643571185627e-05
"MYBPHL",NA,-2.66959680913104,-2.72839374353307,-0.773949148799626,1.74045567172107e-06,9.11519258684529e-05
"RPTN",NA,-3.74709888962648,-3.79779180628227,0.381609301090111,1.75657656397376e-06,9.17621294106394e-05
"FAM26F",NA,1.68030213581948,1.68201238479195,2.95191263428109,1.78313779210093e-06,9.29132458675943e-05
"TM4SF4",NA,-2.43159487766794,-2.43209160797149,5.56815956830728,1.79962089558163e-06,9.35347265475719e-05
"LCP1",NA,1.59647992091526,1.59654149133864,7.62608900752211,1.81117910139885e-06,9.38977448275718e-05
"MSLNL",NA,-2.61142909246688,-2.73827783499519,-1.6480409771083,2.05149903000083e-06,0.000106088854120698
"FCRLB",NA,1.88099396145811,1.88887438276838,1.03844846599823,2.07884669302262e-06,0.000107232971376267
"SLIT1",NA,-2.12082612350295,-2.13139648921943,0.897758380098873,2.14183785854091e-06,0.00011020534144322
"RFX4",NA,-2.50652712810326,-2.62566376824114,-1.67030471250792,2.15109732914163e-06,0.000110405070418194
"SH3GL3",NA,-2.86853667797612,-2.97422178896882,-1.27793860319712,2.22881441785628e-06,0.00011410862842541
"GZMH",NA,1.81424780190658,1.81772449017116,2.10462666069689,2.24293754176734e-06,0.000114546039135531
"UGT1A8",NA,-2.83145798809421,-2.87998367457276,-0.401740252678838,2.28699604871754e-06,0.000116506275136901
"FAM113B",NA,1.524458078936,1.52517625715605,3.99933811559089,2.3500546669982e-06,0.000119422332459091
"CFP",NA,1.66759583671068,1.67119243298294,1.88505446891187,2.40600038493401e-06,0.000121963426920235
"CALCB",NA,-2.80064879075198,-3.0200998287486,-1.99204497396185,2.45604831500745e-06,0.000124193773170204
"TNNT2",NA,-2.11986644567198,-2.15911354968025,-0.788436509736,2.48048192106924e-06,0.000125121115084893
"CD274",NA,1.99967617565149,2.00217017049786,2.78479286962977,2.51032194677263e-06,0.000126315954821672
"ARG1",NA,-2.23128239156088,-2.34164120777768,-1.80611048908294,2.59349331373673e-06,0.00013018195044258
"AKAP4",NA,-2.65279208095813,-2.82624727141076,-1.91251028051727,2.66883765932999e-06,0.000133637163770841
"LRRC33",NA,1.4607075150487,1.46198914686006,3.08967541933296,2.67850923207504e-06,0.000133795120521899
"CER1",NA,-3.47294056585823,-3.86585730583937,-2.04905748493095,2.68786197901436e-06,0.000133936423371759
"KCNQ2",NA,-2.51268164463897,-2.54742543619902,-0.275760384745764,2.71878267733988e-06,0.000135149172798518
"HSP90B3P",NA,-1.98240623256969,-2.01906318562379,-0.840576028012209,2.91500341045818e-06,0.000144553188446151
"PRAM1",NA,1.54988376405253,1.5545191057515,1.38856718787768,3.29297517516853e-06,0.00016290308517159
"OPRL1",NA,1.68400698633953,1.68983744807587,1.22947527121033,3.6200031110398e-06,0.000178650634302036
"KNDC1",NA,-2.19400926330343,-2.20306593581263,1.18710371661471,3.95449260913441e-06,0.000194690007831006
"ATP4A",NA,3.73786313632874,3.73856036083761,6.4263094329594,3.97275516725318e-06,0.000195121204745712
"C9orf171",NA,-2.23357379238712,-2.41207140256708,-2.19316287652256,4.19659734697655e-06,0.000205623254256393
"LY86",NA,1.63703097169847,1.63858534059068,3.03552745658933,4.61116050827206e-06,0.000225397917225775
"SYT4",NA,-2.70307747826159,-2.71665949061162,1.1499903873751,5.0927037649989e-06,0.000248292912992142
"FLJ40330",NA,1.8766741516925,1.87931517893249,2.56338141470033,5.10373157733483e-06,0.000248292912992142
"CCDC67",NA,-2.35933452997831,-2.49397951649738,-1.88979228368188,5.17552286816522e-06,0.000251190270646411
"ARRDC5",NA,1.74812591633407,1.76807791400906,-0.339915632493404,5.55808548018318e-06,0.000269121450255096
"FLG2",NA,-2.65892553851016,-2.76968235909439,-1.48877487194302,5.70063834180311e-06,0.000275374365075807
"HAL",NA,-2.12431526288772,-2.13805229708603,0.54552985165653,5.91297395156212e-06,0.000284960927759555
"DOCK8",NA,1.47660313829962,1.47682846603928,5.60434783365126,6.03403297675259e-06,0.000290114044526301
"C1QB",NA,1.63166304902672,1.63171086030935,8.03439672464978,6.1191266757182e-06,0.000293517922085268
"DMP1",NA,-2.25926917588372,-2.32435000384124,-1.24481812300152,6.28834202713243e-06,0.000300931612627107
"FASLG",NA,1.7070490225349,1.71454199454815,0.915245809747559,6.45285189113754e-06,0.000308086161221055
"FAM46C",NA,1.60115829678281,1.60139588150534,5.68591023991319,6.55994801514672e-06,0.000312472697798056
"GCET2",NA,1.64554171562567,1.6484612686932,2.15214611224703,6.72648760706308e-06,0.000319663867067141
"CD8B",NA,1.71266109816104,1.71488468402052,2.61680074137694,6.84539546547143e-06,0.000324563438582283
"PGAP3",NA,-1.79677349988985,-1.79694419576987,6.39862081997246,7.16983237557481e-06,0.000339162807996661
"ICOS",NA,1.65829999765034,1.66179537997972,1.91354535141751,7.29917946441819e-06,0.000344487711274725
"KCNK12",NA,1.71065417123619,1.72198437680851,0.362722008676497,7.34009118668153e-06,0.000345624018492137
"RLBP1",NA,-2.32423471502138,-2.4512035643334,-1.85954103742306,7.36180840472499e-06,0.000345853378830673
"DNAI1",NA,-2.47669342813474,-2.72423704210777,-2.29060160987136,7.7155289566345e-06,0.000361643400638599
"KRT1",NA,-2.8151318177822,-2.82459345118862,1.76266082903467,8.02017307833919e-06,0.000375066408424382
"CHST2",NA,1.49829673219472,1.49883230542035,4.3870718143625,8.10993663854935e-06,0.000378402270885041
"TFDP3",NA,-2.99813587844717,-3.86842014530834,-2.71359312814308,8.7444138139712e-06,0.000407081214514351
"SNORD15B",NA,2.45091329564098,2.48285229603535,-0.230682500447445,8.8262327671602e-06,0.000409960540067418
"LOC647309",NA,-2.68333992929791,-2.87229605321864,-1.95292790882912,8.87738989201001e-06,0.000411022867631033
"PLG",NA,-2.69712853736454,-4.31455139235921,-2.97670842531965,8.88914531067602e-06,0.000411022867631033
"CALHM1",NA,2.36346744170141,2.41877695537326,-0.98700470161126,8.91614976101402e-06,0.000411345066502512
"TNFRSF18",NA,1.65334922468532,1.65638416351063,2.10733298042363,9.00056772324702e-06,0.000414308644301034
"CCR2",NA,1.68355290087952,1.68703169143233,1.95059407742924,9.2090892418879e-06,0.000422958841467469
"TEKT1",NA,-2.84750980487807,-3.78405211842628,-2.79275010862549,9.39621826564173e-06,0.000430590091503626
"FIBCD1",NA,-2.39011723045727,-2.39326609586567,2.87696679848297,9.51686812346684e-06,0.000435147667204397
"HRG",NA,-2.47793356922684,-2.84304033592227,-2.53520027017791,9.75013231524937e-06,0.000444822703182377
"CTLA4",NA,1.58888491859567,1.59175303601212,2.10732041379497,9.99839525573026e-06,0.00045513759334843
"SIGLEC8",NA,1.80121697711958,1.80575097308662,1.7167808310733,1.06559615509918e-05,0.000483997545667836
"ATP12A",NA,-3.4797012465072,-3.52002563682041,0.435976909625709,1.07321629570948e-05,0.000486382572867894
"SCARNA3",NA,2.08237533087846,3.10822331316936,-3.03172735779607,1.10066028627147e-05,0.000497721490686197
"IGJ",NA,2.19067385860001,2.19068760268538,10.4792109428642,1.10567182907913e-05,0.000498888849472409
"BACH2",NA,1.70324319445265,1.7050930243974,2.86740834510063,1.1795132160343e-05,0.00053103961239439
"NFAM1",NA,1.50806107181994,1.50889513941921,3.76457451219102,1.20061162187723e-05,0.000539355724226247
"SYNPO2L",NA,-2.23846536588604,-2.25271604687299,0.613909848517257,1.21153433652553e-05,0.000543074234254783
"UMOD",NA,2.75332001613282,2.99972895834299,-2.13672568508889,1.22640343499559e-05,0.000548541667112408
"GIMAP7",NA,1.47012689467188,1.4708244118391,3.97207769415046,1.24279731884001e-05,0.000554665846864898
"RUNDC3A",NA,-2.10329496372322,-2.11123116431994,1.27200303565234,1.24727442044217e-05,0.000555456482682814
"DGKK",NA,4.73049381612714,5.0888062176234,-1.07954067027852,1.26107646727716e-05,0.000560387443142859
"KLHDC7B",NA,1.79453005268441,1.7962172729891,3.10494367783098,1.26405447857727e-05,0.000560497590608884
"CFHR5",NA,-3.39733072049663,-3.76892371360818,-2.05396918604491,1.27332557491328e-05,0.000563391682176071
"CD5L",NA,2.76999502276487,2.96835021853211,-1.94342946017239,1.28956006141794e-05,0.000569347700234631
"SERPINE3",NA,-2.38061966325029,-2.4760305977831,-1.54483831086232,1.32654744784026e-05,0.000583939874756559
"OR8K5",NA,-6.9402502418529,-8.01599803320095,-0.280104108144724,1.32829966639704e-05,0.000583939874756559
"CCL21",NA,1.96215243173207,1.96238154686346,6.16613215795415,1.33163735245608e-05,0.000584156300126567
"HHATL",NA,-3.0094437112042,-3.99189407497263,-2.75534781665594,1.35759724290477e-05,0.000594274443429315
"NCAN",NA,-2.21366691164423,-2.28076809258581,-1.32031708025304,1.37118150536477e-05,0.000598943751173166
"FERMT3",NA,1.54152766506427,1.54180756856252,5.37540121016937,1.47368407162517e-05,0.000642351040137257
"MYH8",NA,3.25350504921692,3.53131844825137,-1.93278526703792,1.53206332598667e-05,0.000666382628866659
"CD38",NA,1.72368870847137,1.72491697288436,3.47615029551509,1.55939468688618e-05,0.000676836636823959
"CAPN14",NA,-2.94684752285634,-2.94848351092637,4.39398874741723,1.62371168809719e-05,0.000703265842966988
"EREG",NA,-2.18529463866748,-2.1865950633256,3.91902193240593,1.71361556639025e-05,0.000740642685852458
"PIK3CG",NA,1.65344644597726,1.65429183223902,3.92590769981244,1.72109153069414e-05,0.000742311116074596
"DNAJC5B",NA,1.71829454598658,1.73183537698273,0.132919002264777,1.82886459137263e-05,0.00078714025284864
"VTN",NA,-2.46730021014967,-2.46782301119466,5.53262673853787,1.84167110924421e-05,0.000790993888551958
"SLC17A8",NA,-2.78257251281929,-2.81732710810279,-0.0281685900205834,1.8812233012303e-05,0.000806294663345681
"CD1E",NA,1.75322878799604,1.76155601772073,0.82080181346826,1.92182384000816e-05,0.000821980071570157
"ALOX15",NA,-2.22556534958674,-2.2342377887674,1.28011881904109,1.94771888202981e-05,0.00083132367251709
"KIF1A",NA,-2.51227690814639,-2.51412060922864,3.77018782565934,2.09036275280071e-05,0.000890355753423208
"ATP6V1B1",NA,-2.02682554023263,-2.03736602718001,0.801448932536202,2.1517035366739e-05,0.000914585374905074
"CNPY1",NA,-2.56475719139616,-2.74676949772404,-2.00606403117088,2.16077379955037e-05,0.000916543101338206
"IL2",NA,1.86184949038933,2.12888760943375,-2.65161806923945,2.1682852719452e-05,0.00091783292026876
"TRPC2",NA,2.20549049403982,2.39974363017087,-2.26972253964803,2.22936730923422e-05,0.00094174713700779
"FER1L5",NA,-2.08190342013318,-2.11930625286578,-0.767551433971793,2.31781812854317e-05,0.000977100742895097
"RNASE7",NA,-3.10579030211501,-3.11392948069561,2.26734363688947,2.34195209488599e-05,0.000985251567787077
"GMFG",NA,1.40093801263875,1.40175013563527,3.66352922950331,2.45188283976949e-05,0.00102938966667623
"GLYATL3",NA,-3.01678352922997,-3.26568199258896,-1.98134674786619,2.50251941992771e-05,0.00104850456512481
"PLCG2",NA,1.6004700796542,1.60078570740733,5.27623863637043,2.55991577601195e-05,0.00106897079967254
"SRRM4",NA,-2.2795753479909,-2.34722587989923,-1.27144076686909,2.561780971451e-05,0.00106897079967254
"KCNN3",NA,1.64761750604916,1.64909696362488,3.11878047164258,2.59159033170123e-05,0.0010792160143981
"SLC17A1",NA,-2.66332338273331,-3.19770985361975,-2.63315664726548,2.66117276227777e-05,0.0011059489232705
"APOBEC3H",NA,1.63096698642136,1.64598824526902,-0.0929574155610161,2.66940726795719e-05,0.0011071299234578
"XKR7",NA,-2.83792939453079,-2.87276739343563,0.0245238306619764,2.69227220705599e-05,0.00111283427301363
"PM20D1",NA,1.89101188161665,1.91879335430909,-0.601610366841223,2.69756994898592e-05,0.00111283427301363
"FAM151A",NA,2.0883383796418,2.10751453282573,0.0685525683226908,2.69942263984796e-05,0.00111283427301363
"IL27RA",NA,1.39253548264841,1.39302007350316,4.39308963969481,2.78291445475825e-05,0.00114495458429232
"SCARNA1",NA,2.81978244952414,3.22861068379686,-2.43492609820736,2.85893052892292e-05,0.00117387687517575
"GPR171",NA,1.57558438428668,1.57832513171646,2.15570662215452,2.8895712879837e-05,0.00118184609325356
"BEST3",NA,-2.26905889491124,-2.30869552883121,-0.669629599764937,2.88985260016215e-05,0.00118184609325356
"TLX3",NA,-3.08866529791627,-3.42093769371404,-2.14957206959349,2.98713828950094e-05,0.0012192037591144
"MAEL",NA,-2.3965810361711,-2.41697198713052,0.299353062026128,3.13945190964459e-05,0.00127882832748023
"GP1BA",NA,1.65181987995488,1.65794053566202,1.12807846111873,3.19792486145161e-05,0.00130006727535845
"SCML4",NA,1.65982632800739,1.66236131713051,2.36816297940354,3.2892756506016e-05,0.00133456184005634
"ESX1",NA,-3.61328492424213,-3.91404804455298,-1.74096939911896,3.39161749747848e-05,0.00137337095114858
"AMICA1",NA,1.46434967456042,1.46525786152742,3.58631540826942,3.45696228204202e-05,0.00139645321537816
"APOE",NA,1.67966879761178,1.67970872567052,8.35299290771659,3.46222448430339e-05,0.00139645321537816
"FLI1",NA,1.38096352524454,1.38142933964889,4.43393223695379,3.50012407253512e-05,0.00140897151390482
